Date,Close,High,Low,Open,Volume,Price_Change,Percent_Change,MA7,MA30,MA120
2025-05-07,151.06186,164.65323,147.52929,163.73517,127490100,-11.82509,-0.0726,160.10709,155.87638,175.28683
2025-05-08,153.95575,155.60228,152.57864,154.67424,57498700,2.89389,0.01916,159.26886,155.5178,175.06294
2025-05-09,152.42899,154.72416,151.88014,153.846,32435300,-1.52676,-0.00992,158.40639,155.20213,174.84906
2025-05-12,158.12698,158.76564,155.92162,157.15902,44138800,5.698,0.03738,158.00153,155.33951,174.71005
2025-05-13,159.19473,160.23256,155.83182,158.45628,42382100,1.06775,0.00675,157.36002,155.50217,174.60556
2025-05-14,165.02245,166.64902,159.27456,159.62383,48755900,5.82771,0.03661,157.52539,155.77825,174.52633
2025-05-15,163.61542,165.86069,162.02875,165.49146,33146700,-1.40703,-0.00853,157.62945,156.00844,174.41198
2025-05-16,165.84073,168.99409,165.27192,167.37749,42846900,2.22531,0.0136,159.74072,156.52302,174.33392
2025-05-19,166.18999,166.28978,163.87487,164.16425,30426100,0.34926,0.00211,161.48847,157.21955,174.32805
2025-05-20,163.63536,168.14587,162.55763,166.08021,46607700,-2.55463,-0.01537,163.08938,157.79268,174.32471
2025-05-21,168.20575,172.77613,163.21626,163.34599,73416000,4.57039,0.02793,164.5292,158.58634,174.33548
2025-05-22,170.51088,176.39849,170.35123,171.48883,74864400,2.30513,0.0137,166.1458,158.99082,174.35325
2025-05-23,168.11594,169.60281,167.53715,168.70469,35211400,-2.39494,-0.01405,166.58772,159.51139,174.35016
2025-05-27,172.53662,172.80606,169.64272,169.80239,37995700,4.42068,0.0263,167.86218,160.03562,174.38623
2025-05-28,171.99776,174.90164,171.54871,172.79608,34784000,-0.53886,-0.00312,168.74176,160.47769,174.39674
2025-05-29,171.49881,174.05343,170.2714,173.63431,29317300,-0.49895,-0.0029,169.50016,160.99493,174.40433
2025-05-30,171.37906,171.84807,167.08809,170.98988,52639900,-0.11975,-0.0007,170.6064,161.60731,174.38579
2025-06-02,168.67476,169.51299,167.03821,167.48726,38612300,-2.7043,-0.01578,170.6734,162.20173,174.35906
2025-06-03,165.83073,168.1259,164.93263,167.13799,45084900,-2.84402,-0.01686,170.00481,162.81743,174.29146
2025-06-04,167.69682,167.86646,166.01037,166.38958,26900800,1.86609,0.01125,169.94494,163.36893,174.23226
2025-06-05,167.85649,170.57076,167.23778,169.982,36379100,0.15967,0.00095,169.27635,163.7967,174.093
2025-06-06,173.31499,174.13327,170.47099,170.47099,35731800,5.4585,0.03252,169.46452,164.27569,173.91425
2025-06-09,175.93265,176.31231,174.21418,174.38403,28935900,2.61766,0.0151,170.09793,164.75279,173.78589
2025-06-10,178.44041,180.94817,174.75371,176.04255,61766100,2.50777,0.01425,171.10669,165.35839,173.6962
2025-06-11,177.19153,180.20882,176.59206,179.60936,31646800,-1.24889,-0.007,172.32338,165.93733,173.53929
2025-06-12,175.543,176.56209,174.59385,176.02257,20941900,-1.64853,-0.0093,173.71084,166.50655,173.37894
2025-06-13,174.51392,176.97172,172.23595,172.28591,27663100,-1.02908,-0.00586,174.68471,166.95832,173.26832
2025-06-16,176.61205,176.78189,174.49393,174.57386,27389200,2.09813,0.01202,175.93551,167.38921,173.17428
2025-06-17,175.79277,177.20151,174.424,175.54299,24973000,-0.81927,-0.00464,176.28947,167.7868,173.04932
2025-06-18,173.16513,176.40223,173.04523,175.85271,28707500,-2.62764,-0.01495,175.89411,168.12941,172.87571
2025-06-20,166.49109,174.18421,165.31215,173.79455,75659900,-6.67404,-0.03854,174.18707,168.64372,172.6342
2025-06-23,165.04239,167.19046,161.85524,166.12143,57671000,-1.4487,-0.0087,172.45148,169.01327,172.38485
2025-06-24,166.62099,168.06969,165.98156,166.77085,40524300,1.5786,0.00956,171.1769,169.48634,172.17224
2025-06-25,170.52748,172.20599,167.40029,167.48022,35479000,3.90649,0.02345,170.60741,169.89969,172.00482
2025-06-26,173.38492,173.53479,169.78814,172.27591,31796700,2.85744,0.01676,170.1464,170.3727,171.87732
2025-06-27,178.37047,178.52033,171.57654,173.38492,108140200,4.98555,0.02875,170.51464,170.81763,171.79028
2025-06-30,176.07253,181.06806,174.42401,180.61846,63378900,-2.29794,-0.01288,170.92998,171.23287,171.6645
2025-07-01,175.68286,175.93264,173.37493,175.58296,35904500,-0.38966,-0.00221,172.24309,171.56094,171.49327
2025-07-02,178.48036,178.70017,174.91356,175.38313,29128900,2.7975,0.01592,174.1628,171.97062,171.35682
2025-07-03,179.36957,179.50944,176.89179,178.34049,21689700,0.88921,0.00498,175.98403,172.49509,171.24057
2025-07-07,176.63202,179.13979,175.52301,178.89999,34175600,-2.73755,-0.01526,176.8561,172.77597,171.11737
2025-07-08,174.20419,177.79098,172.65558,177.69108,40442500,-2.42783,-0.01375,176.97314,172.89908,170.98249
2025-07-09,176.46217,179.27966,172.61562,175.0934,43025600,2.25798,0.01296,176.70053,173.17728,170.87765
2025-07-10,177.46127,178.27055,174.22418,175.47306,29252400,0.9991,0.00566,176.89892,173.34144,170.7322
2025-07-11,180.02899,181.26787,176.3223,176.63202,34282900,2.56772,0.01447,177.5198,173.60915,170.63008
2025-07-14,181.39775,183.50587,179.51943,180.84824,32536600,1.36876,0.0076,177.93657,173.93911,170.51371
2025-07-15,181.83737,184.05539,181.43774,182.64665,33448300,0.43962,0.00242,178.28911,174.28772,170.38396
2025-07-16,182.8065,184.16529,181.86734,183.07627,33104200,0.96913,0.00533,179.17118,174.75878,170.25964
2025-07-17,183.41595,183.89552,180.31872,181.97724,31992600,0.60945,0.00333,180.48715,175.34495,170.14363
2025-07-18,184.89462,186.25341,183.54584,185.23432,34014500,1.47867,0.00806,181.69178,175.91821,170.02143
2025-07-21,189.93013,190.11995,185.98365,186.08356,45803100,5.03551,0.02723,183.47305,176.654,170.01096
2025-07-22,191.16902,191.47874,187.2925,191.32888,44660200,1.23889,0.00652,185.06448,177.24914,169.98182
2025-07-23,190.06001,192.35796,189.01095,191.32888,58681900,-1.10901,-0.0058,186.30195,177.72005,169.94253
2025-07-24,191.99828,197.77311,190.82932,196.85393,74881700,1.93826,0.0102,187.7535,178.17198,169.87404
2025-07-25,193.00737,194.15635,191.08909,191.80845,39785900,1.00909,0.00526,189.21077,178.69917,169.78779
2025-07-28,192.40791,193.8766,190.66946,193.47695,38139500,-0.59946,-0.00311,190.49534,179.26134,169.71972
2025-07-29,195.57507,195.74492,191.90835,192.25803,41389200,3.16716,0.01646,192.02111,179.96337,169.63527
2025-07-30,196.35439,197.42344,194.51603,195.42522,32445400,0.77931,0.00398,192.93886,180.62145,169.68232
2025-07-31,191.72852,195.81487,190.91924,195.53512,51329200,-4.62587,-0.02356,193.01879,181.15264,169.68858
2025-08-01,188.961,190.65948,187.65217,188.86108,34832200,-2.76752,-0.01443,192.86179,181.67917,169.72378
2025-08-04,194.86571,195.09551,189.95011,190.11995,31547400,5.90471,0.03125,193.27142,182.62499,169.79879
2025-08-05,194.49605,197.6832,193.71675,194.53602,31602300,-0.36966,-0.0019,193.48409,183.60678,169.88027
2025-08-06,195.91476,196.45429,193.49693,194.32619,21562900,1.41872,0.00729,193.98507,184.58324,169.98779
2025-08-07,196.34439,197.36347,194.15635,196.8839,26321800,0.42963,0.00219,194.09497,185.44381,170.07786
2025-08-08,201.24001,202.42894,196.9938,197.04376,39161800,4.89561,0.02493,194.79292,186.37231,170.2163
2025-08-11,200.82039,201.29996,198.89212,200.76044,25832400,-0.41962,-0.00209,196.09176,187.12064,170.36336
2025-08-12,203.15829,204.31726,200.41075,201.19005,30397900,2.33791,0.01164,198.11994,188.0235,170.51745
2025-08-13,201.77954,204.34724,197.33351,203.9476,28342900,-1.37875,-0.00679,199.10763,188.89339,170.66594
2025-08-14,202.75865,204.25731,201.05017,201.31994,25230400,0.97911,0.00485,200.28801,189.70266,170.86329
2025-08-15,203.71779,206.25553,201.10013,203.66785,34931400,0.95914,0.00473,201.40272,190.51427,171.07205
2025-08-18,203.31816,205.08658,202.30907,204.01753,18526600,-0.39963,-0.00196,202.39898,191.40381,171.30928
2025-08-19,201.38989,203.25822,199.78133,202.84858,24240200,-1.92827,-0.00948,202.42039,192.31,171.55279
2025-08-20,199.14189,201.10013,196.42432,200.55062,28955500,-2.248,-0.01116,202.1806,193.06599,171.8127
2025-08-21,199.5715,202.29906,199.25178,199.5715,19774600,0.42961,0.00216,201.6682,193.803,172.06141
2025-08-22,205.90584,208.35365,201.12012,202.54884,42827000,6.33434,0.03174,202.25768,194.66556,172.39006
2025-08-25,208.3037,210.33188,205.09656,206.24552,29928900,2.39786,0.01165,203.04982,195.56242,172.70622
2025-08-26,206.9549,207.66427,205.51618,207.32456,28464100,-1.3488,-0.00648,203.51227,196.39967,172.9937
2025-08-27,207.29459,208.72332,205.46622,205.51618,23022900,0.33969,0.00164,204.08033,197.21594,173.28957
2025-08-28,211.45088,212.03037,206.71511,207.06481,32339300,4.1563,0.02005,205.51761,198.15044,173.60754
2025-08-29,212.71974,214.45818,210.01216,210.32188,39728400,1.26886,0.006,207.45731,199.07795,174.00086
2025-09-02,211.16115,211.49084,206.01574,208.25374,47523000,-1.55859,-0.00733,209.11297,199.78565,174.39641
2025-09-03,230.45389,231.1033,224.58912,226.00787,103336100,19.29274,0.09137,212.61983,201.09514,174.9272
2025-09-04,232.09242,232.16235,225.90795,229.44478,51684200,1.63853,0.00711,216.01822,202.49622,175.50782
2025-09-05,234.79001,235.54932,231.69277,231.99251,46588900,2.69759,0.01162,219.99467,203.92261,176.08822
2025-09-08,234.03999,238.13,233.67,235.47,32474700,-0.75002,-0.00319,223.81544,205.29037,176.67235
2025-09-09,239.63,240.47,233.23,234.17,38061000,5.59001,0.02388,227.84103,206.86444,177.33316
2025-09-10,239.17,241.66,237.85001,238.89999,35141100,-0.46001,-0.00192,231.61964,208.3176,177.96336
2025-09-11,240.37,242.25,236.25,239.88,30599300,1.2,0.00502,235.79233,209.78479,178.61263
2025-09-12,240.8,242.08,238.0,240.37,26771600,0.43001,0.00179,237.27035,211.4205,179.25559
2025-09-15,251.61,252.41,244.66,244.66,58383800,10.81,0.04489,240.05857,213.5088,179.95794
2025-09-16,251.16,253.03999,249.47,252.08,34109700,-0.45,-0.00179,242.39714,215.38528,180.63259
2025-09-17,249.53,251.60001,246.28,251.22,34108000,-1.63,-0.00649,244.61,217.21975,181.3394
2025-09-18,252.03,253.99001,249.8,251.67999,31239500,2.5,0.01002,246.38143,219.09025,182.09049
2025-09-19,254.72,256.0,251.81,253.25,55571400,2.69,0.01067,248.60286,221.03611,182.92978
2025-09-22,252.53,255.78,250.3,254.42999,32290500,-2.19,-0.0086,250.34,222.74577,183.74824
2025-09-23,251.66,254.36,250.48,253.03999,26628000,-0.87,-0.00345,251.89143,224.44043,184.53924
2025-09-24,247.14,252.35001,246.44,251.66,28201000,-4.52,-0.01796,251.25286,225.90648,185.29282
2025-09-25,245.78999,246.49001,240.74001,244.39999,31020400,-1.35001,-0.00546,250.48571,227.3735,186.08771
2025-09-26,246.53999,249.42,245.97,247.07001,18503200,0.75,0.00305,250.05857,228.83288,186.93143
2025-09-29,244.05,251.14999,242.77,247.85001,32505800,-2.48999,-0.0101,248.91857,230.17728,187.74483
2025-09-30,243.10001,243.28999,239.25,242.81,34724300,-0.95,-0.00389,247.25857,231.50335,188.56737
2025-10-01,244.89999,246.3,238.61,240.75,31658200,1.79999,0.0074,246.16857,232.95368,189.28839
2025-10-02,245.69,246.81,242.3,245.14999,25483300,0.79001,0.00323,245.31571,234.50529,190.06499
2025-10-03,245.35001,246.3,241.66,244.49001,30249600,-0.34,-0.00138,245.06,236.03124,190.80282
2025-10-06,250.42999,251.32001,244.58,244.78,28894700,5.07999,0.02071,245.72286,237.51538,191.56694
2025-10-07,245.75999,250.44,245.52,248.27,23181300,-4.67,-0.01865,245.61143,238.76392,192.3151
2025-10-08,244.62,246.00999,243.82001,244.96001,21307100,-1.14,-0.00464,245.69286,240.01942,193.07853
2025-10-09,241.53,244.75999,239.14999,244.47,27892100,-3.09,-0.01263,245.46857,241.1606,193.83426
2025-10-10,236.57001,244.09,235.84,241.42999,33180300,-4.95999,-0.02054,244.27857,241.99791,194.57768
2025-10-13,244.14999,244.5,239.71001,240.21001,24995000,7.57999,0.03204,244.05857,243.04558,195.35267
2025-10-14,245.45,247.12,240.50999,241.23,22111600,1.3,0.00532,244.07285,244.18854,196.10622
2025-10-15,251.03,252.11,245.99001,247.25,27007700,5.58,0.02273,244.15857,244.87441,196.8736
2025-10-16,251.46001,256.95999,250.10001,251.77,27997200,0.43001,0.00171,244.97286,245.52,197.62227
2025-10-17,253.3,254.22,247.81,250.75999,29671600,1.84,0.00732,246.21286,246.137,198.3975
2025-10-20,256.54999,257.32999,254.23,254.69,22350200,3.24998,0.01283,248.35857,246.88733,199.20355
2025-10-21,250.46001,254.88,244.14999,254.74001,47312100,-6.08998,-0.02374,250.34286,247.24833,199.97016
2025-10-22,251.69,256.35999,249.28999,254.37,35029400,1.23,0.00491,251.42,247.66567,200.72624
2025-10-23,253.08,255.03999,251.85001,252.98,19901400,1.39,0.00552,252.51,248.08933,201.4712
2025-10-24,259.92001,261.67999,255.32001,256.57999,28655100,6.84001,0.02703,253.78,248.72667,202.27165
2025-10-27,269.26999,270.14001,264.28,264.82001,35235200,9.34998,0.03597,256.32429,249.31533,203.15818
2025-10-28,267.47,270.73001,266.5,269.69,29738600,-1.79999,-0.00668,258.34857,249.859,204.12825
2025-10-29,274.57001,275.34,267.67001,267.75,43580300,7.10001,0.02655,260.92286,250.69367,205.13337
2025-10-30,281.48001,291.59,280.06,291.59,74876000,6.91,0.02517,265.35429,251.67533,206.20879
2025-10-31,281.19,286.0,277.03,283.20999,39267900,-0.29001,-0.00103,269.56858,252.55767,207.23432
2025-11-03,283.72,285.53,279.79999,282.17999,29786000,2.53,0.009,273.94572,253.59733,208.27203
2025-11-04,277.54001,281.26999,276.26001,276.75,30078400,-6.17999,-0.02178,276.46286,254.46,209.20967
2025-11-05,284.31,286.42001,277.34,278.87,31010300,6.76999,0.02439,278.61143,255.699,210.21546
2025-11-06,284.75,288.35001,281.14001,285.32999,37173600,0.44,0.00155,281.08,256.99767,211.20637
2025-11-07,278.82999,283.78,275.19,283.20999,34479600,-5.92001,-0.02079,281.68857,258.074,212.14504
2025-11-10,290.10001,290.79999,282.85999,284.42001,29557300,11.27002,0.04042,282.92,259.609,213.19891
2025-11-11,291.31,291.92001,287.32001,287.75,19842100,1.20999,0.00417,284.36571,261.216,214.22478
2025-11-12,286.70999,292.01001,283.69,291.67999,24829900,-4.60001,-0.01579,284.79286,262.60967,215.19311
2025-11-13,278.57001,282.84,277.23999,282.34,29494000,-8.13998,-0.02839,284.94,263.70567,216.11356
2025-11-14,276.41,278.56,270.70001,271.41,31647200,-2.16,-0.00775,283.81143,264.741,216.97917
2025-11-17,285.01999,293.95001,283.57001,285.78,52670200,8.60999,0.03115,283.85,265.894,217.92102
2025-11-18,284.28,288.79999,278.20001,287.92001,49158700,-0.73999,-0.0026,284.62857,267.178,218.86086
2025-11-19,292.81,303.81,286.63,287.16,68198900,8.53,0.03001,285.01571,268.78433,219.87279
2025-11-20,289.45001,306.42001,288.67001,304.54001,62025200,-3.35999,-0.01147,284.75,270.38167,220.87925
2025-11-21,299.66,303.92001,293.85001,296.42001,74137700,10.20999,0.03527,286.6,272.48467,221.99449
2025-11-24,318.57999,319.48001,309.60001,311.13,85165100,18.91998,0.06314,292.31571,274.96567,223.25185
2025-11-25,323.44,328.82999,317.64999,326.20999,88632100,4.86002,0.01526,299.03428,277.56533,224.54838
2025-11-26,319.95001,324.5,316.79001,320.67999,51373400,-3.48999,-0.01079,304.02429,279.86267,225.77034
2025-11-28,320.17999,326.85001,316.79001,323.37,26018600,0.22998,0.00072,309.15286,282.15333,226.9724
2025-12-01,314.89001,319.85001,313.89001,317.70001,41183000,-5.28998,-0.01652,312.30715,284.20633,228.10948
2025-12-02,315.81,318.38,313.91,316.73999,35854700,0.91998,0.00292,316.07286,286.18167,229.26464
2025-12-03,319.63,321.57999,314.10001,315.89001,41838300,3.82001,0.0121,318.92572,288.48733,230.46536
2025-12-04,317.62,322.35999,314.70001,322.23001,31240900,-2.01001,-0.00629,318.78857,290.685,231.65791
2025-12-05,321.26999,323.16,319.17001,319.48999,28823600,3.64999,0.01149,318.47857,292.958,232.86339
